Movie Name,Storyline,clean_story
Barron's Cove,"After his son is killed, a father abducts the child responsible, hellbent on revenge.",son killed father abducts child responsible hellbent revenge
The Salt Path,A couple lose their home and later discover the husband has been diagnosed with a terminal illness as they embark on a year long coastal trek.,couple lose home later discover husband diagnosed terminal illness embark year long coastal trek
Oddity,A psychic medium attempts to uncover the truth behind her sister's murder at the site of the crime.,psychic medium attempt uncover truth behind sister murder site crime
Nickel Boys,A powerful friendship develops between two young Black men as they navigate the harrowing trials of reform school together.,powerful friendship develops two young black men navigate harrowing trial reform school together
Homestead,"Amid chaos, ex-Green Beret joins prepper compound; love grows, truths arise, and a community unites.",amid chaos exgreen beret join prepper compound love grows truth arise community unites
Don't Move,"A seasoned killer injects a grieving woman with a paralytic agent. She must run, fight and hide before her body shuts down.",seasoned killer injects grieving woman paralytic agent must run fight hide body shuts
Viva Verdi!,"At Milan's Casa Verdi retirement home, elderly opera stars and musicians mentor young students while sharing their remarkable lives. Built by Verdi in 1896, this unique residence unites generations through music and passion.",milan casa verdi retirement home elderly opera star musician mentor young student sharing remarkable life built verdi unique residence unites generation music passion
Salem's Lot,"An author returns to his hometown of Jerusalem's Lot in search of inspiration for his next book, only to discover that the townspeople are being attacked by a bloodthirsty vampire.",author return hometown jerusalem lot search inspiration next book discover townspeople attacked bloodthirsty vampire
Spaceman,"Half a year into his solo mission on the edge of the solar system, an astronaut concerned with the state of his life back on Earth is helped by an ancient creature he discovers in the bowels of his ship.",half year solo mission edge solar system astronaut concerned state life back earth helped ancient creature discovers bowel ship
Monkey Man,An anonymous young man unleashes a campaign of vengeance against the corrupt leaders who murdered his mother and continue to systematically victimize the poor and powerless.,anonymous young man unleashes campaign vengeance corrupt leader murdered mother continue systematically victimize poor powerless
Diane Warren: Relentless,"The untold story of a legendary songwriter. Featuring Cher, Common, Jennifer Hudson, Gloria Estefan, Kesha, LeAnn Rimes, and more.",untold story legendary songwriter featuring cher common jennifer hudson gloria estefan kesha leann rime
1978,"During the World Cup final between Argentina and Holland, in times of military dictatorship, a group of torturers kidnap a group of young people. What begins as an inhumane interrogation turns into hell: the wrong group has been kidnapped.",world cup final argentina holland time military dictatorship group torturer kidnap group young people begin inhumane interrogation turn hell wrong group kidnapped
Mean Girls,"Cady Heron is a hit with the Plastics, an A-list girl clique at her new school. But everything changes when she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",cady heron hit plastic alist girl clique new school everything change make mistake falling aaron samuel exboyfriend alpha plastic regina george
